"Episode ID"	"Cycle"	"Day"	"Second"	"Microsecond"	"tau1"
1	57	0	2	280000	-7.717800793707971
1	58	0	2	320000	8.922127426629086
1	59	0	2	360000	-2.570580020976772
1	60	0	2	400000	-9.809777952628473
1	61	0	2	440000	1.463962841644591
1	62	0	2	480000	6.091222861968944
1	63	0	2	520000	5.2345749150698175
1	64	0	2	560000	-3.758909384950792
1	65	0	2	600000	-1.8311510986631063
1	66	0	2	640000	0.2527946474994547
1	67	0	2	680000	8.353278450004375
1	68	0	2	720000	0.6281525283943559
1	69	0	2	760000	-3.2023471510732175
1	70	0	2	800000	-0.30919438613225303
1	71	0	2	840000	-14.112751080992789
1	72	0	2	880000	-13.695381289304176
1	73	0	2	920000	6.101462658115079
1	74	0	2	960000	14.495631519290217
1	75	0	3	0	2.795511911401725
1	76	0	3	40000	-3.19200940866258
1	77	0	3	80000	-9.889524094329563
1	78	0	3	120000	0.0671567530044932
1	79	0	3	160000	14.462299126156026
1	80	0	3	200000	8.115694194924018
1	81	0	3	240000	1.1885234534933637
1	82	0	3	280000	10.808693367616488
1	83	0	3	320000	-8.034716158109562
1	84	0	3	360000	0.4131498956291111
1	85	0	3	400000	13.574021648048085
1	86	0	3	440000	2.3338442340360928
1	87	0	3	480000	-1.226048042679949
1	88	0	3	520000	-6.921615676757364
1	89	0	3	560000	1.4398892839874655
1	90	0	3	600000	13.713488443806806
1	91	0	3	640000	-14.828726116488212
1	92	0	3	680000	8.509656978461695
1	93	0	3	720000	9.614577357764457
1	94	0	3	760000	11.585387424780247
1	95	0	3	800000	7.215102354995892
1	96	0	3	840000	9.274197026174388
1	97	0	3	880000	0.5603485056900617
1	98	0	3	920000	1.840735943351369
1	99	0	3	960000	-2.2172796093554954
1	100	0	4	0	-13.316301074377787
1	101	0	4	40000	11.100304655299194
1	102	0	4	80000	2.0999800162914077
1	103	0	4	120000	-9.004817394685709
1	104	0	4	160000	0.14161402286589997
1	105	0	4	200000	-0.45224663316797553
1	106	0	4	240000	-4.296301063651329
1	107	0	4	280000	-4.617662429455354
1	108	0	4	320000	1.1543638721353275
1	109	0	4	360000	3.704683583925153
1	110	0	4	400000	3.3735739434817695
1	111	0	4	440000	-1.2555959970082675
1	112	0	4	480000	-14.16075047748473
1	113	0	4	520000	-8.111849061689282
1	114	0	4	560000	-9.683662231842519
1	115	0	4	600000	2.53382612335324
1	116	0	4	640000	10.830265825599746
1	117	0	4	680000	8.95316821732278
1	118	0	4	720000	8.912926879064887
1	119	0	4	760000	9.493121116820728
1	120	0	4	800000	-7.341178797380822
1	121	0	4	840000	10.252344968222882
1	122	0	4	880000	5.193405763161213
1	123	0	4	920000	-12.502975865883064
1	124	0	4	960000	-14.499281096533212
1	125	0	5	0	-14.56320075225563
1	126	0	5	40000	7.667603257565947
1	127	0	5	80000	-7.513223230397315
1	128	0	5	120000	-11.715341181169219
1	129	0	5	160000	3.7440625245742893
1	130	0	5	200000	-4.667314077105152
1	131	0	5	240000	-12.91453864407458
1	132	0	5	280000	-10.211234259184575
1	133	0	5	320000	0.8214119714403836
1	134	0	5	360000	-9.955651613327152
1	135	0	5	400000	-6.812566895439597
1	136	0	5	440000	6.347697815558188
1	137	0	5	480000	-1.358951098630083
1	138	0	5	520000	-5.339947008380223
1	139	0	5	560000	-0.7868695748916323
1	140	0	5	600000	-14.290962671040388
1	141	0	5	640000	-3.403286857155903
1	142	0	5	680000	-2.3724396237277237
1	143	0	5	720000	-9.358820857460612
1	144	0	5	760000	-11.7371492266376
1	145	0	5	800000	11.994555010680607
1	146	0	5	840000	0.30347942786029236
1	147	0	5	880000	-8.727270223446897
1	148	0	5	920000	3.1694592010204943
1	149	0	5	960000	9.511190051336605
