"Episode ID"	"Cycle"	"Day"	"Second"	"Microsecond"	"th1"	"w1"	"th2"	"w2"
0	140	0	5	600000	179.35125332768547	-408.82007947972926	139.2968759603565	-40.36395119976604
0	141	0	5	640000	162.4589125193774	-457.2474522477413	140.13178004557432	81.11374100701913
0	142	0	5	680000	144.59798965290713	-447.98191665801045	144.8452514074529	141.57304344486778
0	143	0	5	720000	128.274012867426	-383.0778476046213	149.6634731979001	93.26597232446072
0	144	0	5	760000	113.87746946704596	-354.4322736073429	151.71673708162325	10.631640916749053
0	145	0	5	800000	101.28532695890033	-293.4364783905284	150.63871888676516	-62.08832995804659
0	146	0	5	840000	90.74622039640639	-247.87970354007516	147.1391896943615	-114.44879748434076
0	147	0	5	880000	81.63066238412722	-219.681351277704	141.89127201456301	-152.91389720359197
0	148	0	5	920000	73.53033679915416	-195.6897754128995	135.3342622273472	-181.95958084688036
0	149	0	5	960000	66.30975107248003	-174.59552360503824	127.7943339184502	-203.62764458564126
1	0	0	0	0	0.10550984759064563	0.0	-0.09797238970423133	0.0
1	1	0	0	40000	0.5869506291241748	24.749539727264036	-0.1021911334386516	-0.27662794739517205
1	2	0	0	80000	1.111323322808886	2.211849185464262	-0.12689793972865004	-1.0620181857256998
1	3	0	0	120000	0.8701722485268419	-14.606257340533476	-0.18661199702904696	-1.9763051845577442
1	4	0	0	160000	0.6331555904783386	2.4278501926973424	-0.2778058539138897	-2.682599288335286
1	5	0	0	200000	0.7461000433747813	3.3860754471963177	-0.3970644515634376	-3.4626985433930733
1	6	0	0	240000	0.9594262111288003	7.590247759243285	-0.5506912348657522	-4.461883002431716
1	7	0	0	280000	1.0773022288450136	-1.517132099737794	-0.7491095256620497	-5.753815679368772
1	8	0	0	320000	0.6620774625625643	-19.81510824510183	-1.0006203821133681	-7.1208215272071875
1	9	0	0	360000	0.4352558055297777	8.174136817684305	-1.3019151261845252	-8.341657692548237
1	10	0	0	400000	1.3896777968306253	40.89458241200988	-1.657445436307654	-10.037353866807557
1	11	0	0	440000	2.587201118875072	20.714641892170206	-2.1009852897142025	-12.924964944334045
1	12	0	0	480000	3.54072171139714	28.325837987752795	-2.6796331325520555	-16.92393622387711
1	13	0	0	520000	4.383923317450808	15.084226532119144	-3.436571499503401	-22.094134779900305
1	14	0	0	560000	5.702012897588418	52.600519047378306	-4.416149652143275	-28.300642524588543
1	15	0	0	600000	7.9379096069383195	62.30290321035141	-5.6610387882487885	-35.80798078800982
1	16	0	0	640000	10.243046780060325	56.26005101136547	-7.233029508681938	-45.144139261013166
1	17	0	0	680000	12.931111867801661	81.58722767140861	-9.197367943345853	-55.6144914135707
1	18	0	0	720000	15.806685427848691	66.3866688558958	-11.585910961951669	-67.24767945990942
1	19	0	0	760000	18.189409938840612	56.14239761145658	-14.465756160402321	-80.66163776524091
1	20	0	0	800000	21.06147965463316	90.64638782927422	-17.870354456195003	-93.47479964340084
1	21	0	0	840000	25.22187063140518	122.13703008063565	-21.709611497688257	-102.67135108105016
1	22	0	0	880000	30.12779042058432	129.48428778904113	-25.837239090589264	-108.72120624014262
1	23	0	0	920000	35.02927546517424	122.20192939543753	-30.18362991741955	-114.28507223773238
1	24	0	0	960000	40.0683407647349	136.18414108730042	-34.73624312012538	-118.68282659050344
1	25	0	1	0	45.7649131424611	156.05274754117482	-39.39250650139621	-119.3374684488669
1	26	0	1	40000	52.125146361501464	170.49336246843035	-43.98831644951807	-115.65575902730939
1	27	0	1	80000	59.366580662506095	201.72287607174422	-48.328524731469685	-105.33841835432261
1	28	0	1	120000	67.8148021776029	232.8885882270724	-52.067674223033094	-84.45207734209461
1	29	0	1	160000	77.48998991461724	264.90207490619815	-54.75003546699574	-50.86324565204025
1	30	0	1	200000	88.5597393191718	304.400422937728	-55.85028479561444	-3.240658292154194
1	31	0	1	240000	101.62194240296446	367.00562825502067	-54.82147965038445	57.91696696294336
1	32	0	1	280000	117.22935279080383	432.4237876274825	-51.32237006544105	119.10034167765347
1	33	0	1	320000	135.13677185765334	480.83630037496414	-45.99127576424007	144.71974077662765
1	34	0	1	360000	153.90526181228307	474.63632553481295	-40.97945982423781	99.59018873614865
1	35	0	1	400000	171.89709914585762	443.91533427529805	-39.06498256561426	-8.9599048030253
1	36	0	1	440000	-171.31336384631751	418.13418971987966	-41.976836083357426	-141.10841418557715
1	37	0	1	480000	-155.8091591790212	383.6737798054802	-49.90072540331232	-262.10077690377744
1	38	0	1	520000	-140.62977816344588	403.20287657817096	-62.41040713680344	-383.3109959703148
1	39	0	1	560000	-123.52873408015921	489.1467072540569	-80.54407636605202	-563.3199045291382
1	40	0	1	600000	-101.38544754675151	611.554733864562	-106.99534039278376	-741.2415728932739
1	41	0	1	640000	-81.32113116079067	414.10606707958766	-132.01465053842855	-536.3141622630955
1	42	0	1	680000	-67.84596685212964	288.08394358843884	-150.50342869145194	-430.5867482334779
1	43	0	1	720000	-57.89448438233731	225.07656881144337	-166.56961649867137	-401.7405371652685
1	44	0	1	760000	-50.35109666332312	161.50877993821882	177.59356979696406	-417.0037423156952
1	45	0	1	800000	-45.70794737056721	75.68808922420618	160.451166606264	-466.0889342113151
1	46	0	1	840000	-44.275463122123824	4.158354372574635	141.28051847619054	-510.693313750496
1	47	0	1	880000	-44.91815974209263	-26.810732823907262	121.42796745937613	-496.58738460651256
1	48	0	1	920000	-45.186814718589744	16.002463750169387	103.08639015921898	-441.45024943493524
1	49	0	1	960000	-44.03072409917374	42.78573053140967	86.95716248055334	-387.89726820535856
1	50	0	2	0	-41.804997684970175	70.00651203572721	72.62292880835403	-349.8963695228791
1	51	0	2	40000	-38.408155354825084	103.10136972506741	59.461974977238924	-327.5482445536824
1	52	0	2	80000	-34.0026003546665	122.51534643529246	46.89633933805328	-318.91417616894756
1	53	0	2	120000	-29.05700314977267	131.06493834604947	34.43765006141754	-321.77192512757927
1	54	0	2	160000	-23.751539135119145	141.02289739802885	21.655396835369146	-335.5823648590298
1	55	0	2	200000	-17.750805760362084	166.7254888242552	8.1169127668297	-360.18111820168764
1	56	0	2	240000	-10.957728615910753	177.89073309170035	-6.401831978807735	-381.02110759028847
1	57	0	2	280000	-3.573647272965104	194.87011256175705	-21.16693483260326	-370.15342116378037
1	58	0	2	320000	3.686265983682887	176.0117833072664	-35.02713402885706	-340.7092414823747
1	59	0	2	360000	9.668266067390476	132.08685047338273	-47.905029636228136	-322.70205315747046
1	60	0	2	400000	14.334797938130606	107.32474548681506	-60.400681889187354	-320.3212232398394
1	61	0	2	440000	18.184999044419953	89.59765296858467	-73.05079909876639	-330.3913128371261
1	62	0	2	480000	21.015127843871483	54.360817065962806	-86.3452386214976	-353.8656595130084
1	63	0	2	520000	22.192209775064526	3.919311508209334	-100.86202596566714	-393.4468877181695
1	64	0	2	560000	21.160679159789055	-59.18941837216395	-117.25789013219796	-450.04606008694935
1	65	0	2	600000	17.71823571398548	-117.68415234536879	-136.1252801843172	-518.4047424981477
1	66	0	2	640000	12.062780718328327	-167.36604142661378	-157.56921534218392	-576.3955379447535
1	67	0	2	680000	5.208243908105118	-173.96190018214924	179.56374931540205	-585.6797670845549
1	68	0	2	720000	-1.1123240291704235	-143.026643136867	157.50717981194543	-538.4990811859957
1	69	0	2	760000	-5.3570410564901465	-73.85158386406347	137.8392786168065	-469.4063190517721
1	70	0	2	800000	-6.831033752604128	-3.8910601998176393	120.79999671529896	-406.82476548708524
1	71	0	2	840000	-5.919310400490758	48.47332188641478	105.88100068799281	-361.2722698612106
1	72	0	2	880000	-2.878963886249494	105.87852094632893	92.38313829259795	-334.06568419108146
1	73	0	2	920000	2.2617891577787077	157.63199332471575	79.57136125910756	-326.3868778462951
1	74	0	2	960000	9.010852899278177	189.34702306112152	66.65902417180135	-339.17666965715233
1	75	0	3	0	16.892641978122526	215.48630143817644	52.84204071075345	-372.68492542363066
1	76	0	3	40000	26.19023680686493	258.8206976934991	37.426428877072254	-416.2765615042882
1	77	0	3	80000	36.74279186308442	271.697732965202	21.063609754253548	-409.45646434145925
1	78	0	3	120000	47.09301004300508	256.80006359436663	6.153604683401426	-353.318018564478
1	79	0	3	160000	56.55005351572578	230.64393524279552	-6.639828462694197	-305.9257658530734
1	80	0	3	200000	64.92770232726798	201.15238503060428	-17.948853353348255	-276.80342548678476
1	81	0	3	240000	72.50085330500991	188.3503266016618	-28.386157980379295	-259.81481371649124
1	82	0	3	280000	79.8499773476135	189.50110837192057	-38.28324358562617	-248.16110987029472
1	83	0	3	320000	87.10428839260987	182.95266997055515	-47.77784512466212	-239.2612573961249
1	84	0	3	360000	94.74842772591495	210.88651460296174	-56.93130115391416	-229.26377283727217
1	85	0	3	400000	103.36334973720687	231.57138855190374	-65.62854630655897	-217.2351586270596
1	86	0	3	440000	112.23689907984647	222.7095388348506	-74.01040508871517	-215.17092578441535
1	87	0	3	480000	121.1703623253976	234.91766262944486	-82.62407391991344	-229.39759051276747
1	88	0	3	520000	130.68263881990356	253.23694294231555	-92.11611055212863	-259.9613665637374
1	89	0	3	560000	141.1631150912607	285.84232264814256	-103.11912811334845	-307.62521782476654
1	90	0	3	600000	153.01657165795405	326.76436794902935	-116.42580926364172	-380.23319560364416
1	91	0	3	640000	166.93336214838985	397.13336103871046	-133.43182813213048	-504.8443629993642
1	92	0	3	680000	-174.0630315183715	590.9409071140768	-157.44472697238967	-743.6834141258668
1	93	0	3	720000	-151.5334947125836	496.07494330544546	173.62615036667484	-645.5211686029791
1	94	0	3	760000	-135.65455694508802	335.8394699533201	152.52357428031252	-462.04023654472945
1	95	0	3	800000	-124.48830517437912	242.98912064613384	136.19455645391054	-386.9266153935916
1	96	0	3	840000	-116.35329261499359	175.44299786801514	121.6994625518629	-362.60644076813975
1	97	0	3	880000	-110.85110268641249	106.03597590821379	107.50575864725045	-369.58313591302056
1	98	0	3	920000	-107.82723606279949	49.85558373520693	92.64413624844218	-393.71896104623215
1	99	0	3	960000	-106.83520043798455	4.871466871301353	76.87501025602103	-411.7283103701827
1	100	0	4	0	-106.89860702414859	-3.3633769910090696	60.87269177327781	-404.47317749497273
1	101	0	4	40000	-106.37327989598242	31.924428101121133	45.56737140049984	-379.01554598710874
1	102	0	4	80000	-105.19521985752975	29.37575612008442	31.311099316796884	-352.9649022570068
1	103	0	4	120000	-103.7995270159986	41.996197189825494	17.931050896224633	-334.7605294537077
1	104	0	4	160000	-101.66535341477604	67.08485540868233	5.070066897330548	-326.526690435891
1	105	0	4	200000	-98.77982450951802	81.10478699113483	-7.6708911320642414	-328.5286940280484
1	106	0	4	240000	-95.2932419037101	98.35532569533078	-20.69555583968838	-341.39913323855376
1	107	0	4	280000	-90.94359163212428	126.09282313987096	-34.48447071258488	-368.5547177021652
1	108	0	4	320000	-85.3169635055474	164.19208727512327	-49.69648133552761	-414.92438586503243
1	109	0	4	360000	-78.32953587240775	190.14197228114918	-66.96117862629761	-467.2655841563794
1	110	0	4	400000	-71.3267801753852	157.32245279674183	-85.36469314188895	-463.76952080838265
1	111	0	4	440000	-66.59606028109816	83.2672280917712	-102.61635747605138	-420.8837786689232
1	112	0	4	480000	-64.68302088942289	15.379423475204309	-118.3887273567874	-391.01551666174817
1	113	0	4	520000	-65.03711611818463	-33.63250735210686	-133.31362743126186	-376.32620042913385
1	114	0	4	560000	-67.45737242563142	-90.60871693112281	-147.84897588228213	-369.80581526738376
1	115	0	4	600000	-72.07544829312661	-146.14884310271668	-162.16836021295163	-364.06071589015767
1	116	0	4	640000	-79.09667230442287	-213.19734756788597	-176.14101237985057	-350.15610561350263
1	117	0	4	680000	-88.79254296328156	-282.2831282955368	170.78025592475336	-316.21021407528076
1	118	0	4	720000	-100.90421596322949	-336.4104401047851	159.5690265066778	-253.7153120640684
1	119	0	4	760000	-114.8505676870488	-376.84440814223393	151.37396309953783	-161.91450088192278
1	120	0	4	800000	-130.22480758175445	-411.6472879290144	147.2725143226898	-44.3980191938372
1	121	0	4	840000	-146.71179243929396	-437.06137538690194	148.17181548868848	93.67484249325938
1	122	0	4	880000	-165.21223131873174	-521.3749468621538	155.04806616845906	268.40191165902183
1	123	0	4	920000	172.22396357711352	-624.5173724045878	169.35275527368782	439.55069450929483
1	124	0	4	960000	149.58884341161053	-516.8347517420302	-175.41476029908586	303.8144041486975
1	125	0	5	0	131.60309385522106	-415.9255133085839	-166.9792964861117	139.3982188105097
1	126	0	5	40000	116.57387994090692	-359.32277192767896	-163.88579664933522	25.27740230799773
1	127	0	5	80000	102.88467360223336	-343.9242435795163	-164.71877806211896	-65.95511095208919
1	128	0	5	120000	90.04283635510342	-314.39180020661723	-168.83030930035687	-141.6709985348406
1	129	0	5	160000	78.51141203453335	-275.9338403774721	-175.49803948766382	-196.56462596725717
1	130	0	5	200000	68.24843314241627	-249.46669397551548	176.0811927570357	-232.72399436182764
1	131	0	5	240000	59.311588301219786	-208.1147356888246	166.56199828576973	-252.64893815611688
1	132	0	5	280000	52.24167583663632	-154.22108585567884	156.58249925356188	-256.68207729901013
1	133	0	5	320000	47.217162572273054	-103.73905731968887	146.6881128132609	-249.34857151055616
1	134	0	5	360000	43.87172558852143	-68.36046646656192	137.20005217846523	-236.77363935924333
1	135	0	5	400000	42.07425369854451	-24.429804451956823	128.24498067480573	-222.29484524180438
1	136	0	5	440000	41.85214385493933	12.515101754567207	119.85544462437173	-208.20410521202137
1	137	0	5	480000	42.71945594505337	31.498304824324194	111.9764868865426	-196.24322602552436
1	138	0	5	520000	44.46074717389405	57.58672813965892	104.51212365765474	-187.11075547696427
1	139	0	5	560000	47.30683480833298	88.51986212760339	97.32733617574246	-182.20083060448977
1	140	0	5	600000	51.258912747844334	114.44557940389781	90.22756980026384	-182.864926437032
1	141	0	5	640000	56.71737941328689	166.82458872651543	82.9612915735056	-191.41232594447226
1	142	0	5	680000	63.94225657618114	203.6594806069241	75.21750867407962	-205.57341251049834
1	143	0	5	720000	72.47502177906387	231.700073563151	67.06405379574312	-209.04755642394727
1	144	0	5	760000	82.09218313365841	258.53559106068565	59.26359481814427	-186.29600230449157
1	145	0	5	800000	92.56061616492502	277.06894694004853	52.82995501147681	-140.8224512571072
1	146	0	5	840000	103.0080960419254	260.3798343624317	48.36243010445787	-88.54755119422057
1	147	0	5	880000	113.26930837963221	266.59904847485427	45.94645418700961	-34.44091619490277
1	148	0	5	920000	124.0556257232144	286.8192614289314	45.78557262710871	28.07689088467889
1	149	0	5	960000	135.3876936938981	294.1948304842914	48.255479979955396	99.65626415030111
